f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,label
0.0,0.0,0.0,-0.26807502,-0.17904866,-0.11214545,-0.4905934,-0.6174551,-0.13922107,-0.6110686,-0.99561936,-0.17473331,-0.6462475,-1.2951804,-0.17182438,-0.39784276,-0.9759972,0.042924963,-0.43218052,-1.2901971,-0.112797044,-0.38584247,-0.9430764,-0.17167203,-0.35693067,-0.7954454,-0.18182474,-0.19981107,-1.003025,0.042665668,-0.23738065,-1.2484604,-0.10616503,-0.22089928,-0.8381917,-0.10618557,-0.20319244,-0.7945309,-0.066807136,0.0063749263,-0.97562677,0.0022991681,-0.010586134,-1.2323825,-0.15396553,-0.034620948,-0.86070985,-0.08225918,-0.028862527,-0.7838112,0.009716674,0.21144907,-0.92047644,-0.0517015,0.22625396,-1.1880939,-0.1274933,0.16373481,-0.9579566,-0.071371555,0.1408588,-0.84679306,-0.004762009,a
0.0,0.0,0.0,-0.27893683,-0.15763432,-0.10655173,-0.5006935,-0.602618,-0.13089858,-0.6168734,-0.98898625,-0.1642893,-0.6587645,-1.292945,-0.16058026,-0.40766263,-0.97528785,0.047458388,-0.44951448,-1.2869996,-0.09744488,-0.39614087,-0.94906545,-0.14898385,-0.36071607,-0.80037135,-0.15516433,-0.20958698,-1.0004717,0.04504547,-0.2480539,-1.2572354,-0.09250659,-0.22815427,-0.8512859,-0.088631116,-0.21137619,-0.7986503,-0.045778006,-0.0048445077,-0.9745797,0.0041455273,-0.020875018,-1.2273514,-0.14447506,-0.039241772,-0.85881144,-0.069351405,-0.035428166,-0.76640767,0.026078997,0.20213301,-0.9208318,-0.04985409,0.21279714,-1.1930548,-0.12062908,0.1617012,-0.97146887,-0.058840483,0.14227962,-0.854908,0.012999203,a
0.0,0.0,0.0,-0.28468832,-0.18975496,-0.09690763,-0.50540614,-0.6027437,-0.12503141,-0.62152666,-0.98549503,-0.1636619,-0.6633761,-1.296936,-0.16938555,-0.40857312,-0.96938455,0.043013725,-0.45356855,-1.2961773,-0.10413311,-0.39795217,-0.9733112,-0.16438137,-0.35967094,-0.8124843,-0.17666812,-0.20696212,-0.99984026,0.03393542,-0.24255143,-1.2741218,-0.10618255,-0.22333997,-0.8905904,-0.11667813,-0.20575756,-0.8128424,-0.086026214,-0.0011858848,-0.97857624,-0.010131942,-0.011846703,-1.2524259,-0.16043063,-0.031849477,-0.9006885,-0.097135805,-0.030783178,-0.7953254,-0.010998083,0.2019489,-0.92283297,-0.06496616,0.2107029,-1.2031087,-0.13818076,0.16474113,-0.9803127,-0.07800405,0.14844768,-0.8550398,-0.007683955,a
0.0,0.0,0.0,-0.269483,-0.18379131,-0.099491,-0.49388975,-0.6023273,-0.12477452,-0.6143476,-0.96865064,-0.16116086,-0.6535328,-1.2581495,-0.16155808,-0.40285987,-0.96894276,0.04686066,-0.43812683,-1.2609464,-0.116347246,-0.38073716,-0.9413523,-0.18173543,-0.34979936,-0.81856495,-0.19476356,-0.20312369,-0.9969504,0.035014246,-0.22563586,-1.2489858,-0.1273115,-0.20386882,-0.8685789,-0.14078218,-0.19945478,-0.8238215,-0.10537481,0.00017511209,-0.9775602,-0.014815629,-0.0016049929,-1.2110044,-0.18003127,-0.015441565,-0.8655105,-0.11854119,-0.02262418,-0.8024258,-0.028603218,0.20266749,-0.9289728,-0.076193735,0.22322775,-1.1879361,-0.14820829,0.18212683,-0.9728352,-0.08812869,0.16362956,-0.87599236,-0.016733473,a
0.0,0.0,0.0,-0.25707248,-0.14353155,-0.1192059,-0.50013155,-0.5782643,-0.1490964,-0.6292635,-0.96343666,-0.1845436,-0.65839916,-1.2577983,-0.1788022,-0.4194516,-0.96589094,0.032014247,-0.44603825,-1.2622898,-0.12403189,-0.38227347,-0.91863084,-0.1702259,-0.35681683,-0.8191342,-0.1736021,-0.21785206,-0.9954,0.028608149,-0.23057091,-1.2527727,-0.13555758,-0.20836018,-0.8290515,-0.13234967,-0.2158056,-0.81764287,-0.08063921,-0.012428456,-0.9742889,-0.014620361,-0.0066982904,-1.1957705,-0.18180475,-0.017950343,-0.82683074,-0.10508408,-0.028063217,-0.7944517,-0.0032212546,0.19621828,-0.9294399,-0.071554706,0.21757346,-1.168988,-0.14819452,0.17863841,-0.93555766,-0.08347967,0.15831724,-0.8480518,-0.007027043,a
0.0,0.0,0.0,-0.26467812,-0.13470554,-0.11695694,-0.5065345,-0.593023,-0.14104223,-0.6284979,-0.9901667,-0.1703327,-0.6654573,-1.2805495,-0.15838628,-0.4246695,-0.9693221,0.030504111,-0.44908756,-1.2856355,-0.12345586,-0.38670576,-0.93138075,-0.1677956,-0.36396962,-0.8244643,-0.17017229,-0.22181503,-0.996673,0.026916655,-0.23285823,-1.2680253,-0.13159934,-0.21583436,-0.83455396,-0.12486968,-0.22834763,-0.8198313,-0.07275158,-0.014576494,-0.9717237,-0.016217517,-0.003402215,-1.2211143,-0.17897372,-0.016470531,-0.8417464,-0.09792324,-0.026949013,-0.800664,0.004693921,0.19817525,-0.9240369,-0.0733795,0.22214004,-1.173355,-0.15008917,0.18140133,-0.93466896,-0.084425464,0.16127211,-0.84204423,-0.008262819,a
0.0,0.0,0.0,-0.2866341,-0.18108974,-0.121114396,-0.5065909,-0.6376306,-0.15045802,-0.61900944,-1.0317382,-0.18466116,-0.6627986,-1.3283612,-0.17689265,-0.40110907,-0.9961593,0.010907958,-0.41660285,-1.3269947,-0.14880416,-0.36481324,-0.9701395,-0.1949596,-0.3536662,-0.8208252,-0.19398272,-0.18868178,-1.0079747,0.010732404,-0.19148105,-1.2889332,-0.15635061,-0.1880575,-0.8583871,-0.1588325,-0.21220848,-0.8020995,-0.11322169,0.023449877,-0.96592844,-0.02690177,0.042766713,-1.2229857,-0.20183472,0.0144196665,-0.8414189,-0.1341197,-0.015634965,-0.75364447,-0.03631136,0.23641816,-0.90021306,-0.07699154,0.288864,-1.1782924,-0.16294488,0.23751633,-0.971414,-0.10832668,0.19356516,-0.8665213,-0.037549905,a
0.0,0.0,0.0,-0.26606524,-0.19713154,-0.118471846,-0.48124802,-0.62827486,-0.14966953,-0.5849901,-1.0039243,-0.18743834,-0.60509425,-1.2959236,-0.18466707,-0.36810786,-0.99879146,0.046780434,-0.39382273,-1.2875472,-0.11663228,-0.3408555,-0.9560907,-0.17231973,-0.31465068,-0.8305495,-0.17763798,-0.16169612,-1.0080683,0.044999383,-0.17711976,-1.2536154,-0.12652944,-0.17048286,-0.8495544,-0.13713276,-0.1774368,-0.8329542,-0.09355052,0.043792322,-0.9698231,0.002533036,0.045310162,-1.1809206,-0.1748865,0.017730227,-0.8213376,-0.108966075,0.0057498757,-0.7900599,-0.010558506,0.24920215,-0.9066224,-0.052823734,0.25919786,-1.1315945,-0.13391177,0.21131226,-0.9061129,-0.07230085,0.19796172,-0.8318791,0.004218621,a
0.0,0.0,0.0,-0.24793306,-0.20612402,-0.116816066,-0.44317234,-0.63721764,-0.15160342,-0.5364903,-1.0009931,-0.19380738,-0.544162,-1.2878293,-0.19819063,-0.32098505,-1.0113753,0.033463098,-0.3575552,-1.2820022,-0.1357727,-0.32293886,-0.9413286,-0.19838269,-0.2911561,-0.8219718,-0.20945671,-0.124609195,-1.0149556,0.030118987,-0.15212743,-1.2430362,-0.14859076,-0.16578324,-0.82859993,-0.16035467,-0.15660858,-0.8015982,-0.11862933,0.07400008,-0.9698331,-0.013167234,0.0660068,-1.1874212,-0.19466528,0.013652826,-0.8121078,-0.12802646,0.010633947,-0.7653674,-0.029362457,0.27183285,-0.89988655,-0.06941852,0.2823061,-1.1256086,-0.15482701,0.20870686,-0.89006877,-0.09635269,0.19046253,-0.8080733,-0.022269357,a
0.0,0.0,0.0,-0.2767885,-0.2229393,-0.08631727,-0.47438613,-0.6764208,-0.10217096,-0.5624543,-1.0416285,-0.13144648,-0.5800729,-1.3259976,-0.124679744,-0.34252122,-1.0030018,0.061824325,-0.37603498,-1.3141552,-0.079583794,-0.34768075,-0.97562504,-0.1282903,-0.32188806,-0.8390719,-0.13265172,-0.13896783,-1.0101292,0.050560713,-0.16968577,-1.2841821,-0.09011479,-0.18787228,-0.8818803,-0.09003975,-0.17176199,-0.83049303,-0.046855424,0.067761876,-0.96932757,0.0034626133,0.046063304,-1.2212156,-0.14217691,-0.0061922166,-0.84999955,-0.0700674,0.0046582506,-0.76367027,0.025181947,0.2760957,-0.90286225,-0.054661818,0.2743087,-1.1666242,-0.11516124,0.20290849,-0.95651466,-0.048238594,0.19638012,-0.8505131,0.027495235,a
0.0,0.0,0.0,-0.2965117,-0.15567337,-0.12698124,-0.5188709,-0.6185341,-0.15125369,-0.6255536,-1.027595,-0.17748582,-0.65690047,-1.3303655,-0.16098422,-0.40231773,-0.988678,0.03288548,-0.4282881,-1.3299364,-0.123001084,-0.39577556,-0.98375654,-0.1726137,-0.3682044,-0.83792466,-0.17465654,-0.18763979,-1.0048326,0.039732777,-0.2112352,-1.3095317,-0.11548536,-0.23066437,-0.8801632,-0.11328571,-0.21982569,-0.8331838,-0.06372198,0.027132398,-0.96925956,0.005486297,0.01993358,-1.2387547,-0.15698716,-0.03542641,-0.85241693,-0.08180231,-0.029811699,-0.78273994,0.020410473,0.25223595,-0.90394944,-0.042666577,0.25078687,-1.1590164,-0.11457185,0.18555914,-0.93897104,-0.049711164,0.1794802,-0.8509,0.027436411,a
0.0,0.0,0.0,-0.285674,-0.14796712,-0.12286331,-0.50580925,-0.62243754,-0.1460177,-0.60085714,-1.0085548,-0.17192185,-0.647151,-1.3068368,-0.16029835,-0.38960293,-0.9986355,0.036886428,-0.4185652,-1.2951964,-0.10092329,-0.37901938,-0.96809244,-0.13840896,-0.35887387,-0.803006,-0.13255838,-0.1746757,-1.0133222,0.040718637,-0.20752181,-1.2779739,-0.100105405,-0.21131554,-0.85693854,-0.09360278,-0.19950843,-0.80291337,-0.039906982,0.044728864,-0.96843815,0.0059403973,0.02862373,-1.2071307,-0.15200393,-0.013768573,-0.8251202,-0.07607709,-0.010207548,-0.74583393,0.026074544,0.26481614,-0.88934904,-0.04109755,0.24957973,-1.1171968,-0.120709136,0.1960339,-0.8838667,-0.053477906,0.19788425,-0.7917793,0.027373526,a
0.0,0.0,0.0,-0.28837723,-0.17102621,-0.11873831,-0.50101763,-0.62150526,-0.1469752,-0.6034374,-1.0042938,-0.17812686,-0.63496417,-1.3045592,-0.16694784,-0.3680495,-0.995305,0.019408375,-0.41100475,-1.307353,-0.12666315,-0.37629336,-0.95268774,-0.1637312,-0.35488287,-0.8048848,-0.15863702,-0.14934678,-1.0075039,0.024623329,-0.19140445,-1.2625341,-0.119939744,-0.20151597,-0.83040607,-0.10793036,-0.18532595,-0.790147,-0.053901248,0.079263106,-0.96630204,-0.008058763,0.053181916,-1.2009733,-0.15788917,0.0034663675,-0.81130487,-0.07596054,0.013286465,-0.7438334,0.026146946,0.31026986,-0.89652276,-0.05425745,0.29967776,-1.1294183,-0.1279869,0.22892953,-0.9092754,-0.06537813,0.21884432,-0.8245048,0.00982782,a
0.0,0.0,0.0,-0.24538562,-0.18035486,-0.12073256,-0.43909958,-0.6224698,-0.1511983,-0.53201026,-1.0038432,-0.18846351,-0.55882674,-1.3029549,-0.18375929,-0.3188186,-0.9989472,0.046685867,-0.3681621,-1.2992038,-0.102138996,-0.33478156,-0.9592366,-0.14773676,-0.30309314,-0.8439765,-0.15059698,-0.12272033,-1.013935,0.048847187,-0.16790487,-1.2600493,-0.10440791,-0.17635508,-0.8556924,-0.096555606,-0.15564583,-0.855171,-0.044341613,0.07632358,-0.97412217,0.009183368,0.05474424,-1.2021322,-0.15100762,0.011646884,-0.84435654,-0.07026012,0.02218207,-0.81421375,0.033088923,0.28003606,-0.9073676,-0.045924883,0.28521204,-1.144244,-0.12335835,0.21466684,-0.93561214,-0.062484995,0.1988794,-0.8615407,0.01147954,a
0.0,0.0,0.0,-0.2302092,-0.17185847,-0.12703894,-0.45248902,-0.61874205,-0.15187036,-0.5664498,-0.99340624,-0.18035038,-0.57314914,-1.2697692,-0.165149,-0.35326976,-0.9901116,0.05176629,-0.39118794,-1.2681098,-0.093880005,-0.35035288,-0.90959007,-0.13542177,-0.32230252,-0.8284363,-0.1386822,-0.1646545,-1.0098119,0.05761445,-0.19987896,-1.2358019,-0.09901158,-0.19809458,-0.81110436,-0.09013278,-0.18270533,-0.8385092,-0.03685947,0.033518527,-0.97440106,0.020364946,0.019028649,-1.1896795,-0.14306636,-0.015941447,-0.81085443,-0.064900145,-0.009128386,-0.8053967,0.03576295,0.23356119,-0.917691,-0.03268729,0.23300688,-1.1243607,-0.109658614,0.17170458,-0.88321674,-0.05219877,0.16599034,-0.82370424,0.017186921,a
0.0,0.0,0.0,-0.24492414,-0.16675985,-0.13145646,-0.46946588,-0.61965925,-0.15959552,-0.5869384,-0.9968649,-0.18846558,-0.6077521,-1.2827021,-0.1747497,-0.35497618,-0.9974913,0.021550005,-0.4149303,-1.2676369,-0.12168795,-0.37021607,-0.9085588,-0.15716223,-0.32867497,-0.8265797,-0.15740319,-0.15318927,-1.0132177,0.029939895,-0.21191238,-1.2426304,-0.1282689,-0.20776023,-0.8111786,-0.11573715,-0.17411941,-0.8233579,-0.060235523,0.051082976,-0.97169006,-0.0016302746,0.01408448,-1.1909524,-0.1657624,-0.019748865,-0.8033722,-0.08034874,0.0031956169,-0.7796922,0.02559651,0.2553149,-0.90626746,-0.0485415,0.24643973,-1.1263715,-0.12705043,0.18231988,-0.8864865,-0.0646803,0.17957023,-0.8151514,0.009011859,a
0.0,0.0,0.0,-0.24023259,-0.18380904,-0.12505858,-0.45866242,-0.62603825,-0.1493607,-0.57476324,-0.9912005,-0.17781885,-0.5828415,-1.2673879,-0.16330773,-0.33762223,-0.99850565,0.053583264,-0.40171617,-1.2587999,-0.09314035,-0.35720995,-0.9038475,-0.13822214,-0.31700873,-0.8301951,-0.14420831,-0.15146933,-1.0143964,0.059211593,-0.20491935,-1.2302653,-0.100815445,-0.20008932,-0.80700004,-0.0952458,-0.17412233,-0.8353551,-0.043622237,0.044001136,-0.9738086,0.022426233,0.012471474,-1.1836566,-0.14353193,-0.022370467,-0.80362636,-0.06492797,-0.006117914,-0.7981632,0.03790696,0.24135569,-0.91024816,-0.029881371,0.23479265,-1.1252114,-0.10673511,0.16722304,-0.88066787,-0.045613784,0.16065143,-0.81149143,0.027795453,a
0.0,0.0,0.0,-0.24595945,-0.1761183,-0.115511924,-0.47677007,-0.6220184,-0.13847594,-0.5968379,-0.99112266,-0.16744041,-0.60734785,-1.264768,-0.15413617,-0.3551006,-0.99260646,0.038989093,-0.42348894,-1.2713624,-0.10916171,-0.3768911,-0.91142815,-0.15111235,-0.34023312,-0.8385791,-0.15548824,-0.16188903,-1.0098606,0.038134884,-0.22449236,-1.2369691,-0.12406099,-0.22018766,-0.8104068,-0.11720151,-0.19750714,-0.83818084,-0.06606357,0.03698489,-0.9721983,-0.002597622,-0.006280988,-1.2008842,-0.16540156,-0.03581688,-0.8116255,-0.079189755,-0.0131977,-0.79619795,0.02640474,0.24092586,-0.91572064,-0.058434337,0.22432874,-1.134153,-0.13189526,0.15964484,-0.88718563,-0.06722942,0.15974165,-0.82146245,0.006900532,a
0.0,0.0,0.0,-0.25447878,-0.15553649,-0.12550898,-0.4870971,-0.6115887,-0.15381944,-0.60277057,-0.99101484,-0.18775602,-0.6090889,-1.2814254,-0.1810749,-0.367977,-0.9918765,0.031741142,-0.42009464,-1.2864959,-0.12757859,-0.37127587,-0.92069495,-0.18230371,-0.33183897,-0.8081911,-0.19168355,-0.1644094,-1.01069,0.031609178,-0.2171264,-1.2606667,-0.13297844,-0.20918736,-0.8371354,-0.13067953,-0.18547049,-0.81902415,-0.08111308,0.043806463,-0.9700416,-0.010489083,0.0074102716,-1.2111803,-0.17792068,-0.019040683,-0.8270424,-0.09977502,-0.002028512,-0.7878437,0.0018022392,0.2598186,-0.907093,-0.068148546,0.2522074,-1.1491218,-0.14483042,0.1890396,-0.9118984,-0.084206164,0.18093096,-0.8342955,-0.01303374,a
0.0,0.0,0.0,-0.25249255,-0.15656617,-0.11704753,-0.48507065,-0.60766274,-0.14015369,-0.6034477,-0.9851908,-0.17078255,-0.6108537,-1.269079,-0.15927252,-0.36751524,-0.9844187,0.04675034,-0.4208917,-1.2805306,-0.11194248,-0.36968526,-0.9169201,-0.16513318,-0.33485737,-0.8164961,-0.17373107,-0.17046723,-1.0070764,0.04497166,-0.22247383,-1.2533866,-0.11876525,-0.21195431,-0.82774734,-0.11504192,-0.19390225,-0.8265954,-0.065000944,0.033175837,-0.9737648,0.0011478818,-0.0024323051,-1.2147604,-0.16438895,-0.024763392,-0.82456774,-0.08293168,-0.00914094,-0.7932478,0.020295972,0.24248676,-0.9181851,-0.0581113,0.2360993,-1.148836,-0.1330931,0.17381248,-0.904845,-0.07176157,0.16604277,-0.8349028,-0.00025625434,a
0.0,0.0,0.0,-0.24955781,-0.15514585,-0.11999723,-0.47490495,-0.59681964,-0.14794935,-0.59356517,-0.9667356,-0.18252487,-0.60960156,-1.2613246,-0.17792523,-0.37800458,-0.97470087,0.04328856,-0.4308716,-1.2677795,-0.11320622,-0.37874404,-0.9246953,-0.1732658,-0.34177414,-0.7920338,-0.18542592,-0.18222503,-1.0051384,0.043837734,-0.23838268,-1.2489252,-0.10978688,-0.21894093,-0.8456402,-0.11100443,-0.19508496,-0.8023057,-0.06882117,0.020492878,-0.97740364,0.0025837903,-0.019167455,-1.2182385,-0.15835892,-0.036645647,-0.8447722,-0.08668882,-0.021953521,-0.7739946,0.007922105,0.23110484,-0.92359626,-0.05348813,0.21930985,-1.1720895,-0.13008964,0.16017649,-0.93420917,-0.07391114,0.14497474,-0.8351425,-0.0069595566,a
0.0,0.0,0.0,-0.26265666,-0.16461143,-0.10544358,-0.4889226,-0.60276526,-0.13061817,-0.6034455,-0.9713325,-0.16670781,-0.6371193,-1.2627641,-0.16596708,-0.37642482,-0.98091066,0.04496416,-0.4433054,-1.2781376,-0.11339098,-0.39250198,-0.94139034,-0.17932461,-0.35133395,-0.79836804,-0.19526312,-0.18560693,-1.0080192,0.037125822,-0.24775733,-1.2581388,-0.11552168,-0.23088005,-0.86922354,-0.120600566,-0.20624521,-0.8150117,-0.0833513,0.013336537,-0.97603554,-0.010474164,-0.032915656,-1.2321947,-0.16763844,-0.052411225,-0.87300694,-0.09885716,-0.036802195,-0.79137063,-0.008153301,0.2203035,-0.9177287,-0.072042555,0.21368067,-1.1854703,-0.14641386,0.14989188,-0.9618406,-0.09071094,0.13342437,-0.8533926,-0.025076896,a
